,Price,Condo,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Swimming Pool,District,Latitude,Longitude
96,1400,510,64,2,2,1,1,0,0,0,Carrão/São Paulo,-23.557944,-46.532721
97,1200,497,48,2,2,1,1,0,0,0,Carrão/São Paulo,-23.558904,-46.539729
98,1200,450,48,2,2,1,1,0,0,0,Carrão/São Paulo,-23.552901,-46.525581
99,1000,320,50,2,2,1,1,0,0,0,Carrão/São Paulo,-23.551984,-46.522097
100,1441,733,70,2,2,1,1,1,1,0,Carrão/São Paulo,-23.54162,-46.552255
101,1200,835,56,2,2,1,1,0,0,1,Carrão/São Paulo,-23.556661,-46.546212
102,1400,550,72,2,2,1,1,1,0,0,Carrão/São Paulo,-23.557115,-46.539416
103,3100,650,114,3,3,1,2,1,1,1,Carrão/São Paulo,-23.551712,-46.545053
104,1200,130,40,1,2,1,1,0,0,0,Carrão/São Paulo,-23.543084,-46.539058
105,2200,0,106,3,2,1,1,1,0,1,Carrão/São Paulo,-23.557605,-46.539931
106,1350,320,50,2,2,1,1,1,0,0,Carrão/São Paulo,-23.551984,-46.522097
107,1500,870,77,3,2,1,2,1,0,1,Carrão/São Paulo,-23.555098,-46.528565
108,1900,546,61,2,2,1,1,0,0,1,Carrão/São Paulo,-23.554469,-46.545331
109,3000,1500,198,3,2,1,3,0,0,1,Carrão/São Paulo,-23.551712,-46.545053
110,1200,100,35,2,2,1,1,0,0,0,Carrão/São Paulo,-23.548841,-46.541492
111,1500,870,78,3,2,1,2,0,0,1,Carrão/São Paulo,-23.555098,-46.528565
112,1300,583,72,2,2,1,1,1,0,1,Carrão/São Paulo,-23.562782,-46.531425
113,1280,560,62,2,2,1,1,1,0,1,Carrão/São Paulo,-23.562428,-46.532338
114,1200,450,50,2,2,1,1,1,0,0,Carrão/São Paulo,-23.555806,-46.529708
115,1300,0,65,3,2,1,1,0,0,0,Cidade Líder/São Paulo,-23.552162,-46.476099
116,850,415,50,2,2,1,1,1,0,0,Cidade Líder/São Paulo,-23.562946,-46.479356
117,900,465,48,2,2,1,1,1,0,0,Cidade Líder/São Paulo,-23.562975,-46.479401
118,1400,360,66,3,2,1,1,1,0,1,Cidade Líder/São Paulo,-23.559894,-46.511703
119,1800,480,82,3,2,1,1,1,1,0,Cidade Líder/São Paulo,-23.553679,-46.467287
120,1200,0,64,3,2,1,1,0,0,0,Cidade Líder/São Paulo,-23.558014,-46.475743
121,700,0,30,1,2,1,1,0,0,0,Cidade Líder/São Paulo,-23.573224,-46.481089
122,500,0,50,1,2,1,1,0,0,0,Cidade Líder/São Paulo,-23.559095,-46.48816
123,1200,290,46,2,2,1,1,1,0,0,Cidade Líder/São Paulo,-23.562211,-46.479378
124,1100,300,50,2,2,1,1,1,0,0,Cidade Líder/São Paulo,-23.562208,-46.479379
125,1500,530,63,3,2,1,1,1,0,1,Cidade Líder/São Paulo,-23.564779,-46.476772
126,1100,498,47,2,2,1,1,0,0,0,Cidade Líder/São Paulo,-23.564017,-46.467957
127,1100,442,67,2,2,1,1,0,0,0,Cidade Líder/São Paulo,-23.555285,-46.479096
128,1300,415,48,2,2,1,1,0,0,0,Cidade Líder/São Paulo,-23.563018,-46.478423
129,1200,350,56,2,2,1,1,0,0,0,Cidade Líder/São Paulo,-23.562596,-46.478924
130,1300,0,70,3,2,1,1,0,0,0,Cidade Líder/São Paulo,-23.552162,-46.476099
131,1800,482,82,3,2,1,1,1,1,0,Cidade Líder/São Paulo,-23.553284,-46.466516
132,1346,0,49,2,2,1,1,0,0,0,Cidade Líder/São Paulo,-23.55686,-46.476183
133,1000,330,50,2,2,1,1,0,0,1,Cidade Líder/São Paulo,-23.576242,-46.490775
134,1350,400,47,2,2,1,1,0,0,0,Cidade Líder/São Paulo,-23.562596,-46.478924
135,1000,0,70,2,2,1,1,0,0,0,Cidade Líder/São Paulo,-23.551332,-46.477462
136,850,415,50,2,2,1,1,0,0,0,Cidade Líder/São Paulo,-23.562596,-46.478924
137,950,430,60,2,2,1,1,1,0,1,Cidade Líder/São Paulo,-23.564779,-46.476772
138,700,250,47,2,2,1,1,1,0,0,Cidade Líder/São Paulo,-23.564088,-46.477392
139,1850,490,92,3,2,1,1,1,1,0,Cidade Líder/São Paulo,-23.55675,-46.489407
140,780,320,50,2,2,1,1,1,0,0,Cidade Líder/São Paulo,-23.563544,-46.479948
141,900,0,48,2,2,1,1,0,0,0,Cidade Líder/São Paulo,-23.55686,-46.476183
142,1000,395,55,2,2,1,1,1,0,1,Cidade Líder/São Paulo,-23.564779,-46.476772
143,1000,530,62,3,2,1,1,1,0,1,Cidade Líder/São Paulo,-23.564779,-46.476772
144,1100,480,62,3,2,1,1,1,0,1,Cidade Líder/São Paulo,-23.564779,-46.476772
145,1500,375,55,2,2,1,1,1,0,1,Cidade Líder/São Paulo,-23.564779,-46.476772
146,550,100,48,2,2,1,1,0,0,0,Cidade Tiradentes/São Paulo,-23.6006,-46.39428
147,600,110,46,2,2,1,1,0,0,0,Cidade Tiradentes/São Paulo,-23.600594,-46.394294
148,700,0,48,2,2,1,1,0,0,0,Cidade Tiradentes/São Paulo,-23.60452,-46.399058
149,6000,0,152,2,2,1,1,1,1,0,Cidade Tiradentes/São Paulo,-23.588704,-46.40328
150,800,50,46,2,2,1,1,0,0,0,Cidade Tiradentes/São Paulo,-23.590671,-46.396841
151,2000,615,74,3,2,1,1,1,0,1,Cidade Tiradentes/São Paulo,-23.609832,-46.405243
152,1200,330,70,2,2,1,1,0,0,1,Cidade Tiradentes/São Paulo,-23.610718,-46.408223
153,3000,500,60,1,2,1,2,0,0,1,Cidade Tiradentes/São Paulo,-23.590012,-46.405122
154,750,50,45,2,2,1,1,0,0,0,Cidade Tiradentes/São Paulo,-23.582514,-46.402498
155,850,0,54,2,2,1,1,0,0,0,Cidade Tiradentes/São Paulo,-23.598796,-46.419974
156,750,0,48,2,2,1,1,0,0,0,Cidade Tiradentes/São Paulo,-23.600057,-46.420926
157,600,100,49,2,2,1,1,0,0,0,Cidade Tiradentes/São Paulo,-23.595545,-46.42033
158,700,0,48,2,2,1,1,0,0,0,Cidade Tiradentes/São Paulo,-23.600983,-46.422829
159,750,0,50,2,2,1,1,0,0,0,Cidade Tiradentes/São Paulo,-23.598558,-46.424069
160,750,0,48,2,2,1,1,0,0,0,Cidade Tiradentes/São Paulo,-23.598124,-46.424234
161,700,250,45,2,2,1,1,0,0,0,Cidade Tiradentes/São Paulo,-23.59477,-46.424304
162,1100,350,50,2,2,1,1,0,0,0,Cidade Tiradentes/São Paulo,-23.582576,-46.417478
163,1300,387,50,2,2,1,1,0,0,0,Cidade Tiradentes/São Paulo,-23.582576,-46.417478
164,950,359,60,2,2,1,1,0,0,0,Cidade Tiradentes/São Paulo,-23.582576,-46.417478
165,1300,387,50,2,2,1,1,0,0,0,Cidade Tiradentes/São Paulo,-23.582576,-46.417478
166,950,380,50,2,2,1,1,0,0,0,Cidade Tiradentes/São Paulo,-23.582576,-46.417478
167,900,195,48,2,2,1,1,0,1,0,Cidade Tiradentes/São Paulo,-23.580279,-46.418321
168,18000,1890,245,4,5,2,4,1,0,1,Cidade Tiradentes/São Paulo,-23.575461,-46.411681
169,16000,1739,230,4,3,2,4,1,0,1,Cidade Tiradentes/São Paulo,-23.573977,-46.412727
170,870,0,50,2,2,1,1,0,0,0,Cidade Tiradentes/São Paulo,-23.568059,-46.397274
171,650,170,60,2,2,1,1,1,0,0,Cidade Tiradentes/São Paulo,-23.56698,-46.393903
172,720,180,40,2,2,1,1,0,1,0,Cidade Tiradentes/São Paulo,-23.566541,-46.401387
173,700,0,48,2,2,1,1,0,0,0,Cidade Tiradentes/São Paulo,-23.566205,-46.400635
174,700,150,46,2,2,1,1,0,0,0,Cidade Tiradentes/São Paulo,-23.569245,-46.41746
175,628,172,52,2,2,1,1,0,0,0,Cidade Tiradentes/São Paulo,-23.5684,-46.419426
176,700,182,38,2,2,1,1,1,0,0,Cidade Tiradentes/São Paulo,-23.563591,-46.403328
177,850,0,40,2,2,1,1,0,0,0,Ermelino Matarazzo/São Paulo,-23.495003,-46.475877
178,1300,0,48,2,2,1,1,1,1,0,Ermelino Matarazzo/São Paulo,-23.483647,-46.490683
179,900,650,50,2,2,1,1,1,0,1,Ermelino Matarazzo/São Paulo,-23.506507,-46.487313
180,1200,0,52,2,2,1,1,1,0,0,Ermelino Matarazzo/São Paulo,-23.483649,-46.490709
181,1350,0,50,2,2,1,1,1,0,1,Ermelino Matarazzo/São Paulo,-23.501495,-46.384906
182,800,520,55,2,2,1,1,1,0,1,Ermelino Matarazzo/São Paulo,-23.50547,-46.470505
183,920,650,52,2,2,1,1,1,0,1,Ermelino Matarazzo/São Paulo,-23.506507,-46.487313
184,1300,0,48,2,2,1,1,0,0,0,Ermelino Matarazzo/São Paulo,-23.486856,-46.469821
185,1000,0,50,2,2,1,1,0,0,0,Ermelino Matarazzo/São Paulo,-23.488885,-46.468045
186,1100,0,64,2,2,1,1,0,0,0,Ermelino Matarazzo/São Paulo,-23.488885,-46.468045
187,1200,180,48,2,2,1,1,0,0,0,Ermelino Matarazzo/São Paulo,-23.498043,-46.468908
188,2000,320,48,2,2,1,1,0,1,0,Ermelino Matarazzo/São Paulo,-23.483649,-46.490709
189,900,0,65,2,2,1,1,0,0,0,Ermelino Matarazzo/São Paulo,-23.488885,-46.468045
190,1500,0,62,3,2,1,1,0,0,0,Ermelino Matarazzo/São Paulo,-23.502494,-46.476288
191,1000,0,55,2,2,1,1,0,0,0,Ermelino Matarazzo/São Paulo,-23.518462,-46.474342
192,1200,452,50,2,2,1,1,1,0,1,Ermelino Matarazzo/São Paulo,-23.505297,-46.473889
193,1500,0,53,2,2,1,1,0,0,0,Ermelino Matarazzo/São Paulo,-23.488885,-46.468045
194,1240,0,53,2,2,1,1,0,0,0,Ermelino Matarazzo/São Paulo,-23.48889,-46.468044
195,1300,0,44,2,2,1,1,0,0,0,Ermelino Matarazzo/São Paulo,-23.483649,-46.490709
196,1350,420,50,2,2,1,1,1,0,1,Ermelino Matarazzo/São Paulo,-23.486781,-46.470096
197,1600,370,70,2,2,1,1,1,0,1,Ermelino Matarazzo/São Paulo,-23.486951,-46.469086
198,855,470,50,2,2,1,1,1,1,0,Ermelino Matarazzo/São Paulo,-23.491355,-46.47177
199,1300,0,50,2,2,1,1,1,1,1,Ermelino Matarazzo/São Paulo,-23.491362,-46.47179
200,1600,0,52,2,2,1,1,1,0,0,Ermelino Matarazzo/São Paulo,-23.493198,-46.479309
201,999,0,70,2,2,1,1,0,0,0,Ermelino Matarazzo/São Paulo,-23.494694,-46.478125
202,888,0,70,2,2,1,1,0,0,0,Ermelino Matarazzo/São Paulo,-23.494694,-46.478125
203,999,0,70,2,2,1,1,0,0,0,Ermelino Matarazzo/São Paulo,-23.494694,-46.478125
204,888,0,70,2,2,1,1,0,0,0,Ermelino Matarazzo/São Paulo,-23.494694,-46.478125
205,4500,1080,107,3,2,1,1,1,0,0,Iguatemi/São Paulo,-23.585672,-46.681216
206,8000,1400,132,3,2,1,1,0,0,0,Iguatemi/São Paulo,-23.585672,-46.681216
207,8000,1400,132,3,2,1,1,0,0,0,Iguatemi/São Paulo,-23.585672,-46.681216
208,8000,1400,132,3,2,1,1,0,0,0,Iguatemi/São Paulo,-23.585672,-46.681216
209,8000,1400,132,3,2,1,1,0,0,0,Iguatemi/São Paulo,-23.585672,-46.681216
210,8000,1400,132,3,2,1,1,0,0,0,Iguatemi/São Paulo,-23.585672,-46.681216
211,8000,1400,132,3,2,1,1,0,0,0,Iguatemi/São Paulo,-23.585672,-46.681216
212,5890,550,87,2,2,1,1,0,1,0,Iguatemi/São Paulo,-23.584482,-46.682312
213,8000,1400,132,3,2,1,1,0,0,0,Iguatemi/São Paulo,-23.585672,-46.681216
214,4200,1031,120,3,3,1,1,1,0,0,Iguatemi/São Paulo,-23.582532,-46.683292
215,6700,0,130,3,3,1,1,0,0,0,Iguatemi/São Paulo,-23.584482,-46.682312
216,4500,1100,87,2,2,1,1,1,0,0,Iguatemi/São Paulo,-23.662795,-46.544242
217,7200,1080,131,3,3,1,1,0,0,0,Iguatemi/São Paulo,-23.584482,-46.682312
218,4800,550,90,2,2,1,1,0,1,0,Iguatemi/São Paulo,-23.584482,-46.682312
219,6500,885,107,3,3,1,1,0,0,0,Iguatemi/São Paulo,-23.584482,-46.682312
220,7200,1080,131,3,3,1,1,0,0,0,Iguatemi/São Paulo,-23.584482,-46.682312
221,4500,1100,87,2,2,1,1,0,0,0,Iguatemi/São Paulo,-23.663746,-46.544625
222,7500,1080,131,3,3,1,1,1,0,0,Iguatemi/São Paulo,-23.585672,-46.681216
223,4200,1031,120,3,2,1,1,0,0,0,Iguatemi/São Paulo,-23.584482,-46.682312
224,5500,550,90,2,2,1,1,0,1,0,Iguatemi/São Paulo,-23.584482,-46.682312
225,8000,1400,132,3,2,1,1,0,0,0,Iguatemi/São Paulo,-23.585672,-46.681216
226,4300,600,90,2,2,1,1,1,0,0,Iguatemi/São Paulo,-23.583294,-46.682813
227,4500,1100,87,2,2,1,1,1,0,0,Iguatemi/São Paulo,-23.583798,-46.681529
228,6500,0,92,1,2,1,1,0,0,0,Iguatemi/São Paulo,-23.5857,-46.6826
229,8000,0,116,2,2,1,1,0,1,0,Iguatemi/São Paulo,-23.5857,-46.6826
230,21000,0,223,3,2,1,1,0,0,0,Iguatemi/São Paulo,-23.5857,-46.6826
231,14000,0,100,2,2,1,1,0,0,0,Iguatemi/São Paulo,-23.5857,-46.6826
232,10000,0,70,1,2,1,1,0,1,0,Iguatemi/São Paulo,-23.5857,-46.6826
233,11000,0,100,2,2,1,1,0,0,0,Iguatemi/São Paulo,-23.5857,-46.6826
234,45000,0,443,4,2,1,1,0,0,0,Iguatemi/São Paulo,-23.5857,-46.6826
235,20000,2800,250,4,6,4,4,1,0,1,Iguatemi/São Paulo,-23.583577,-46.683324
236,6000,1100,43,1,2,1,1,0,0,1,Iguatemi/São Paulo,-23.58383,-46.683541
237,5500,1120,44,1,2,1,1,1,1,0,Iguatemi/São Paulo,-23.58383,-46.683541
238,7200,1900,62,1,2,1,2,0,1,0,Iguatemi/São Paulo,-23.58383,-46.683541
239,4393,1044,42,1,2,1,2,0,0,0,Iguatemi/São Paulo,-23.58383,-46.683541
240,800,160,38,2,2,1,1,0,0,0,Itaim Paulista/São Paulo,-23.512663,-46.393631
241,900,0,46,2,2,1,1,0,0,0,Itaim Paulista/São Paulo,-23.483159,-46.378916
242,660,240,41,2,2,1,1,0,0,0,Itaim Paulista/São Paulo,-23.509727,-46.380503
243,1000,290,38,2,2,1,1,0,0,0,Itaim Paulista/São Paulo,-23.513366,-46.39198
244,650,75,43,2,2,1,1,0,0,0,Itaim Paulista/São Paulo,-23.586101,-46.404623
245,630,220,41,2,2,1,1,0,0,0,Itaim Paulista/São Paulo,-23.509679,-46.379846
246,1000,0,48,2,2,1,1,0,0,0,Itaim Paulista/São Paulo,-23.513114,-46.37971
247,940,160,41,2,2,1,1,0,0,0,Itaim Paulista/São Paulo,-23.509727,-46.380503
248,1100,450,57,2,2,1,1,1,1,0,Itaquera/São Paulo,-23.553362,-46.459186
249,1800,325,56,2,2,1,1,0,0,0,Itaquera/São Paulo,-23.553302,-46.45926
250,1150,350,57,2,2,1,1,0,0,0,Itaquera/São Paulo,-23.544431,-46.44919
251,1200,0,58,2,2,1,1,0,0,0,Itaquera/São Paulo,-23.547261,-46.453256
252,900,365,58,2,2,1,1,1,0,0,Itaquera/São Paulo,-23.550551,-46.460679
253,900,0,35,1,2,1,1,0,0,0,Itaquera/São Paulo,-23.539029,-46.460712
254,1200,500,88,3,2,1,1,0,0,0,Itaquera/São Paulo,-23.530534,-46.444307
255,800,100,35,2,2,1,1,0,0,0,Itaquera/São Paulo,-23.529224,-46.451101
256,1400,200,52,2,2,1,1,1,0,1,Itaquera/São Paulo,-23.529153,-46.455747
257,850,400,55,2,2,1,1,1,0,0,Itaquera/São Paulo,-23.546251,-46.452843
258,1300,0,60,3,2,1,1,0,0,0,Itaquera/São Paulo,-23.524621,-46.468413
259,1000,352,53,2,2,1,1,1,0,0,Itaquera/São Paulo,-23.523094,-46.447735
260,1200,380,49,2,2,1,1,0,0,0,Itaquera/São Paulo,-23.524194,-46.449671
261,1200,490,88,3,2,1,1,1,0,0,Itaquera/São Paulo,-23.531855,-46.443749
262,1000,500,63,3,2,1,1,1,0,1,Itaquera/São Paulo,-23.533541,-46.458703
263,1250,0,55,2,2,1,1,1,0,0,Itaquera/São Paulo,-23.546233,-46.452881
264,1300,0,47,2,2,1,1,0,0,1,Itaquera/São Paulo,-23.545408,-46.449034
265,1000,412,50,2,2,1,1,0,0,1,Itaquera/São Paulo,-23.544236,-46.448497
266,1180,420,47,2,2,1,1,1,0,0,Itaquera/São Paulo,-23.530674,-46.455267
267,600,325,50,2,2,1,1,1,0,0,Itaquera/São Paulo,-23.556274,-46.457923
268,1100,340,55,2,2,1,1,1,0,0,Itaquera/São Paulo,-23.544431,-46.44919
269,1200,450,70,2,2,1,1,0,0,0,Itaquera/São Paulo,-23.538738,-46.636159
270,1000,0,38,2,2,1,1,0,0,0,Itaquera/São Paulo,-23.559323,-46.434741
271,1700,300,53,2,2,1,1,0,0,1,Itaquera/São Paulo,-23.550846,-46.460805
272,900,260,50,2,2,1,1,0,0,0,Itaquera/São Paulo,-23.545408,-46.449034
273,1200,0,42,2,2,1,1,0,0,1,Itaquera/São Paulo,-23.559323,-46.434741
274,1300,0,58,2,2,1,1,1,0,0,Itaquera/São Paulo,-23.533255,-46.460041
275,1600,0,56,2,2,1,1,0,0,1,Itaquera/São Paulo,-23.553363,-46.456824
276,1100,360,62,2,2,1,1,1,0,1,Jardim Helena/São Paulo,-23.534558,-46.429205
277,1100,360,62,2,2,1,1,0,0,1,Jardim Helena/São Paulo,-23.484234,-46.418785
278,850,0,45,2,2,1,1,1,0,0,Jardim Helena/São Paulo,-23.48848,-46.422157
279,5500,1108,120,3,2,1,1,1,1,1,Jardim Helena/São Paulo,-23.487176,-46.429326
280,880,320,56,3,2,1,1,0,0,1,Jardim Helena/São Paulo,-23.470605,-46.42176
281,650,190,45,1,2,1,1,0,0,0,Jardim Helena/São Paulo,-23.496668,-46.432205
282,750,190,40,1,2,1,1,0,0,0,Jardim Helena/São Paulo,-23.496668,-46.432205
283,1500,0,60,3,2,1,1,1,0,1,Jardim Helena/São Paulo,-23.502388,-46.422697
284,840,198,57,2,2,1,1,0,0,0,Jardim Helena/São Paulo,-23.464727,-46.422562
285,800,220,60,2,2,1,1,0,0,0,Jardim Helena/São Paulo,-23.463087,-46.415487
286,800,220,60,2,2,1,1,0,0,0,Jardim Helena/São Paulo,-23.463087,-46.415487
